BHK,Area,Is_Resale,Location,Status,Floor,Furnishing,Facing,Bathrooms,Balcony,Price
2.0,750.0,1,thane,Ready to Move,10 out of 28,Semi-Furnished,North - East,2.0,1.0,18500000.0
3.0,1168.0,0,thane,Ready to Move,15 out of 32,Unfurnished,East,3.0,1.0,24000000.0
3.0,1123.0,1,thane,Ready to Move,27 out of 31,Furnished,North,3.0,2.0,21000000.0
3.0,1015.0,1,thane,Ready to Move,10 out of 28,Semi-Furnished,North,2.0,1.0,24000000.0
1.0,467.0,1,thane,Ready to Move,5 out of 7,Unfurnished,East,1.0,2.0,4500000.0
1.0,413.0,1,thane,Ready to Move,7 out of 17,Unfurnished,West,2.0,3.0,6000000.0
2.0,778.0,0,thane,Ready to Move,11 out of 25,Unfurnished,East,2.0,4.0,8900000.0
2.0,680.0,1,thane,Ready to Move,15 out of 28,Semi-Furnished,North - East,2.0,2.0,11500000.0
3.0,1350.0,1,thane,Ready to Move,18 out of 27,Semi-Furnished,East,3.0,1.0,42500000.0
3.0,960.0,1,thane,Ready to Move,5 out of 30,Unfurnished,East,3.0,1.0,15500000.0
1.0,444.0,1,thane,Ready to Move,14 out of 27,Unfurnished,East,2.0,1.0,6900000.0
2.0,702.0,1,thane,Ready to Move,4 out of 7,Unfurnished,North - West,2.0,1.0,4500000.0
3.0,950.0,1,thane,Ready to Move,5 out of 33,Semi-Furnished,North - East,2.0,2.0,24700000.000000004
5.0,1850.0,1,thane,Ready to Move,17 out of 29,Furnished,East,4.0,2.0,51100000.0
2.0,727.0,1,thane,Ready to Move,11 out of 24,Semi-Furnished,West,2.0,2.0,11200000.000000002
2.0,638.0,1,thane,Ready to Move,4 out of 18,Unfurnished,East,2.0,1.0,4500000.0
2.0,600.0,0,thane,Ready to Move,13 out of 24,Semi-Furnished,North - East,2.0,1.0,6850000.0
3.0,1153.0,0,thane,Ready to Move,28 out of 32,Unfurnished,East,3.0,3.0,23100000.0
1.0,490.0,0,thane,Ready to Move,18 out of 24,Semi-Furnished,North - East,2.0,1.0,5100000.0
3.0,1294.0,1,thane,Ready to Move,13 out of 25,Unfurnished,East,3.0,1.0,27500000.0
3.0,1153.0,0,thane,Ready to Move,28 out of 32,Unfurnished,East,3.0,3.0,23300000.0
1.0,475.0,1,thane,Ready to Move,2 out of 9,Unfurnished,East,2.0,3.0,2750000.0
2.0,795.0,0,thane,Ready to Move,8 out of 8,Unfurnished,East,2.0,1.0,17000000.0
3.0,975.0,1,thane,Ready to Move,8 out of 25,Unfurnished,North,3.0,1.0,18900000.0
4.0,1700.0,1,thane,Ready to Move,14 out of 20,Furnished,East,4.0,1.0,43099999.99999999
2.0,690.0,1,thane,Ready to Move,5 out of 22,Unfurnished,South,2.0,3.0,15900000.0
2.0,770.0,1,thane,Ready to Move,4 out of 7,Unfurnished,South -West,2.0,1.0,7200000.0
2.0,700.0,1,thane,Ready to Move,10 out of 24,Semi-Furnished,East,2.0,2.0,20000000.0
2.0,775.0,1,thane,Ready to Move,10 out of 36,Semi-Furnished,East,2.0,2.0,12200000.0
2.0,760.0,1,thane,Ready to Move,10 out of 28,Unfurnished,North - East,2.0,1.0,18500000.0
1.0,430.0,1,thane,Ready to Move,2 out of 11,Semi-Furnished,North,2.0,1.0,5500000.0
1.0,420.0,0,thane,Ready to Move,2 out of 7,Unfurnished,East,1.0,2.0,2330000.0
2.0,950.0,1,thane,Ready to Move,3 out of 7,Semi-Furnished,North,2.0,2.0,8800000.0
2.0,680.0,1,thane,Ready to Move,3 out of 16,Semi-Furnished,North,2.0,2.0,9800000.0
2.0,624.0,1,thane,Ready to Move,14 out of 27,Semi-Furnished,North - East,2.0,2.0,11800000.0
2.0,607.0,1,thane,Ready to Move,5 out of 7,Unfurnished,East,2.0,2.0,5900000.0
3.0,1252.0,1,thane,Ready to Move,8 out of 17,Semi-Furnished,East,3.0,1.0,15000000.0
1.0,480.0,1,thane,Ready to Move,5 out of 7,Unfurnished,West,1.0,1.0,4800000.0
3.0,1424.0,1,thane,Ready to Move,3 out of 31,Unfurnished,East,3.0,1.0,36900000.0
5.0,1800.0,1,thane,Ready to Move,30 out of 32,Unfurnished,East,5.0,1.0,50000000.0
2.0,638.0,1,thane,Ready to Move,16 out of 18,Unfurnished,East,2.0,1.0,4400000.0
2.0,610.0,1,thane,Ready to Move,11 out of 19,Semi-Furnished,North,2.0,1.0,8900000.0
3.0,952.0,1,thane,Ready to Move,4 out of 30,Unfurnished,North - East,3.0,3.0,10800000.0
2.0,848.0,1,thane,Ready to Move,4 out of 36,Semi-Furnished,East,2.0,3.0,13200000.0
1.0,425.0,1,thane,Ready to Move,3 out of 7,Unfurnished,East,2.0,1.0,5500000.0
2.0,600.0,1,thane,Ready to Move,16 out of 16,Unfurnished,North - East,2.0,2.0,7700000.0
1.0,437.0,0,thane,Ready to Move,6 out of 37,Unfurnished,East,2.0,1.0,5200000.0
2.0,858.0,1,thane,Ready to Move,19 out of 36,Semi-Furnished,North,2.0,1.0,14900000.0
2.0,734.0,1,thane,Ready to Move,11 out of 27,Semi-Furnished,North,2.0,3.0,16500000.0
2.0,775.0,1,thane,Ready to Move,8 out of 36,Semi-Furnished,East,2.0,2.0,12000000.0
2.0,650.0,1,thane,Ready to Move,5 out of 6,Unfurnished,South,2.0,3.0,16500000.0
1.0,465.0,1,thane,Ready to Move,5 out of 7,Furnished,East,2.0,1.0,7000000.0
1.0,392.0,0,thane,Ready to Move,2 out of 4,Unfurnished,East,1.0,3.0,2190000.0
2.0,6363.0,1,thane,Ready to Move,2 out of 7,Unfurnished,East,2.0,3.0,4000000.0
4.0,2350.0,1,thane,Ready to Move,7 out of 26,Furnished,East,4.0,1.0,72500000.0
3.0,993.0,1,thane,Ready to Move,14 out of 27,Semi-Furnished,East,3.0,1.0,22500000.0
2.0,640.0,1,thane,Ready to Move,6 out of 14,Semi-Furnished,North,2.0,3.0,8000000.0
2.0,668.0,1,thane,Ready to Move,13 out of 27,Semi-Furnished,East,2.0,2.0,11600000.0
2.0,750.0,1,thane,Ready to Move,4 out of 4,Unfurnished,West,1.0,1.0,6500000.0
2.0,907.0,1,thane,Ready to Move,2 out of 20,Furnished,East,2.0,3.0,14000000.0
2.0,640.0,1,thane,Ready to Move,13 out of 32,Unfurnished,East,2.0,1.0,10500000.0
3.0,1370.0,1,thane,Ready to Move,10 out of 18,Unfurnished,East,3.0,1.0,31000000.0
1.0,445.0,0,thane,Ready to Move,19 out of 24,Semi-Furnished,East,2.0,1.0,4850000.0
3.0,1395.0,1,thane,Ready to Move,11 out of 27,Semi-Furnished,North - East,3.0,1.0,34000000.0
2.0,600.0,1,thane,Ready to Move,3 out of 7,Semi-Furnished,North,2.0,2.0,8000000.0
2.0,575.0,1,thane,Ready to Move,12 out of 29,Unfurnished,North - East,2.0,2.0,7800000.0
2.0,586.0,1,thane,Ready to Move,8 out of 20,Unfurnished,East,2.0,1.0,9600000.0
1.0,510.0,0,thane,Ready to Move,5 out of 7,Unfurnished,East,1.0,1.0,11700000.0
1.0,406.0,1,thane,Ready to Move,2 out of 23,Unfurnished,South -West,2.0,2.0,3800000.0
2.0,586.0,1,thane,Ready to Move,10 out of 20,Unfurnished,East,2.0,1.0,9700000.0
2.0,750.0,1,thane,Ready to Move,28 out of 30,Unfurnished,East,2.0,4.0,15000000.0
2.0,725.0,1,thane,Ready to Move,8 out of 14,Furnished,East,2.0,3.0,8000000.0
2.0,586.0,1,thane,Ready to Move,11 out of 20,Unfurnished,East,2.0,1.0,9800000.0
2.0,605.0,0,thane,Ready to Move,5 out of 7,Unfurnished,East,2.0,2.0,10600000.0
1.0,455.0,1,thane,Ready to Move,25 out of 28,Unfurnished,West,2.0,2.0,7400000.0
2.0,738.0,1,thane,Ready to Move,4 out of 18,Unfurnished,East,2.0,1.0,5300000.0
1.0,576.0,1,thane,Ready to Move,2 out of 7,Semi-Furnished,East,1.0,1.0,3300000.0
1.0,475.0,0,thane,Ready to Move,5 out of 8,Unfurnished,East,1.0,1.0,11500000.0
2.0,710.0,0,thane,Ready to Move,16 out of 38,Unfurnished,East,2.0,1.0,14000000.0
3.0,1250.0,0,thane,Ready to Move,15 out of 30,Unfurnished,East,3.0,1.0,35000000.0
2.0,870.0,1,thane,Ready to Move,19 out of 28,Semi-Furnished,West,2.0,2.0,19500000.0
3.0,1090.0,0,thane,Ready to Move,12 out of 30,Unfurnished,East,2.0,1.0,29500000.0
1.0,420.0,1,thane,Ready to Move,16 out of 21,Semi-Furnished,North,2.0,3.0,5200000.0
1.0,455.0,1,thane,Ready to Move,4 out of 7,Unfurnished,East,1.0,1.0,4500000.0
2.0,586.0,1,thane,Ready to Move,9 out of 20,Unfurnished,East,2.0,1.0,9500000.0
1.0,527.0,0,thane,Ready to Move,17 out of 25,Unfurnished,East,2.0,3.0,5700000.0
2.0,730.0,1,thane,Ready to Move,30 out of 34,Semi-Furnished,East,2.0,4.0,13000000.0
1.0,452.0,0,thane,Ready to Move,5 out of 12,Unfurnished,East,2.0,1.0,2410000.0
2.0,622.0,0,thane,Ready to Move,10 out of 14,Unfurnished,South -West,2.0,1.0,8300000.0
1.0,645.0,1,thane,Ready to Move,2 out of 7,Semi-Furnished,East,1.0,2.0,3650000.0
2.0,524.0,0,thane,Ready to Move,2 out of 22,Unfurnished,East,2.0,1.0,5500000.0
2.0,700.0,1,thane,Ready to Move,3 out of 3,Furnished,East,2.0,1.0,12500000.0
1.0,405.0,1,thane,Ready to Move,1 out of 4,Unfurnished,East,2.0,3.0,2200000.0
2.0,700.0,0,thane,Ready to Move,9 out of 12,Unfurnished,East,2.0,3.0,8000000.0
4.0,1700.0,0,thane,Ready to Move,18 out of 29,Unfurnished,East,4.0,6.0,49000000.0
1.0,437.0,1,thane,Ready to Move,8 out of 26,Semi-Furnished,East,1.0,1.0,7200000.0
2.0,516.0,0,thane,Ready to Move,5 out of 12,Unfurnished,East,2.0,2.0,3260000.0
2.0,638.0,1,thane,Ready to Move,8 out of 18,Unfurnished,East,2.0,1.0,4200000.0
2.0,728.0,1,thane,Ready to Move,2 out of 22,Semi-Furnished,East,2.0,2.0,13500000.0
2.0,586.0,1,thane,Ready to Move,16 out of 20,Unfurnished,East,2.0,1.0,10300000.0
2.0,586.0,1,thane,Ready to Move,17 out of 20,Unfurnished,East,2.0,1.0,10400000.0
2.0,625.0,0,thane,Ready to Move,5 out of 7,Unfurnished,East,2.0,3.0,10800000.0
2.0,586.0,1,thane,Ready to Move,19 out of 20,Unfurnished,East,2.0,1.0,10500000.0
3.0,1266.0,1,thane,Ready to Move,8 out of 8,Unfurnished,North - East,3.0,3.0,27000000.0
3.0,1120.0,1,thane,Ready to Move,6 out of 7,Unfurnished,East,3.0,4.0,23000000.0
2.0,650.0,1,navi-mumbai,Ready to Move,13 out of 13,Unfurnished,East,2.0,2.0,10700000.0
3.0,1175.0,1,navi-mumbai,Ready to Move,Ground out of 14,Unfurnished,West,3.0,2.0,38500000.0
3.0,1350.0,1,navi-mumbai,Ready to Move,15 out of 30,Unfurnished,North - East,3.0,3.0,14500000.0
4.0,2043.0,0,navi-mumbai,Ready to Move,9 out of 38,Unfurnished,North - East,3.0,3.0,42500000.0
4.0,1977.0,0,navi-mumbai,Ready to Move,18 out of 38,Unfurnished,North - East,4.0,4.0,40000000.0
2.0,710.0,1,navi-mumbai,Ready to Move,8 out of 30,Unfurnished,North - East,2.0,2.0,11000000.0
4.0,1700.0,0,navi-mumbai,Ready to Move,33 out of 36,Unfurnished,North - East,5.0,3.0,12900000.0
2.0,800.0,1,navi-mumbai,Ready to Move,2 out of 18,Unfurnished,East,2.0,2.0,10500000.0
2.0,760.0,0,navi-mumbai,Ready to Move,9 out of 14,Semi-Furnished,East,2.0,2.0,10200000.0
2.0,850.0,1,navi-mumbai,Ready to Move,15 out of 19,Unfurnished,East,2.0,3.0,10400000.0
1.0,405.0,1,navi-mumbai,Ready to Move,1 out of 5,Unfurnished,South - East,1.0,3.0,4300000.0
2.0,705.0,1,navi-mumbai,Ready to Move,3 out of 3,Semi-Furnished,East,2.0,2.0,6000000.0
2.0,560.0,1,navi-mumbai,Ready to Move,6 out of 6,Unfurnished,East,2.0,2.0,15000000.0
2.0,660.0,1,navi-mumbai,Ready to Move,10 out of 13,Unfurnished,West,2.0,3.0,6750000.0
2.0,660.0,1,navi-mumbai,Ready to Move,10 out of 13,Unfurnished,East,2.0,3.0,6700000.0
1.0,420.0,1,navi-mumbai,Ready to Move,2 out of 3,Semi-Furnished,South -West,1.0,2.0,7000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,3 out of 4,Semi-Furnished,North,2.0,1.0,6000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,6 out of 20,Unfurnished,East,2.0,3.0,16000000.0
3.0,950.0,1,navi-mumbai,Ready to Move,21 out of 23,Unfurnished,East,2.0,2.0,18700000.0
3.0,1200.0,1,navi-mumbai,Ready to Move,Ground out of 4,Unfurnished,South,2.0,2.0,20299999.999999996
3.0,1100.0,1,navi-mumbai,Ready to Move,18 out of 28,Unfurnished,North - East,3.0,2.0,32000000.0
2.0,800.0,1,navi-mumbai,Ready to Move,2 out of 4,Unfurnished,East,2.0,2.0,5600000.0
2.0,782.0,1,navi-mumbai,Ready to Move,20 out of 39,Semi-Furnished,East,2.0,2.0,20000000.0
2.0,540.0,1,navi-mumbai,Ready to Move,1 out of 3,Unfurnished,West,2.0,1.0,9200000.0
2.0,750.0,1,navi-mumbai,Ready to Move,7 out of 12,Unfurnished,East,2.0,2.0,16000000.0
3.0,1200.0,1,navi-mumbai,Ready to Move,5 out of 6,Semi-Furnished,East,3.0,4.0,15000000.0
3.0,1333.0,0,navi-mumbai,Ready to Move,16 out of 18,Unfurnished,East,3.0,4.0,45000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,5 out of 13,Unfurnished,East,2.0,3.0,7600000.0
2.0,565.0,1,navi-mumbai,Ready to Move,7 out of 15,Unfurnished,East,2.0,3.0,11000000.0
2.0,485.0,1,navi-mumbai,Ready to Move,5 out of 23,Unfurnished,East,2.0,2.0,10500000.0
3.0,1122.0,1,navi-mumbai,Ready to Move,10 out of 29,Unfurnished,East,3.0,2.0,17500000.0
2.0,750.0,1,navi-mumbai,Ready to Move,25 out of 27,Unfurnished,East,2.0,2.0,21000000.0
3.0,1220.0,1,navi-mumbai,Ready to Move,5 out of 6,Unfurnished,East,2.0,1.0,21700000.0
2.0,848.0,1,navi-mumbai,Ready to Move,14 out of 26,Unfurnished,East,2.0,2.0,13000000.0
2.0,620.0,1,navi-mumbai,Ready to Move,9 out of 26,Unfurnished,East,2.0,2.0,25000000.0
2.0,550.0,1,navi-mumbai,Ready to Move,3 out of 3,Unfurnished,North - East,1.0,2.0,5000000.0
1.0,500.0,1,navi-mumbai,Ready to Move,6 out of 7,Furnished,East,1.0,1.0,8000000.0
2.0,750.0,1,navi-mumbai,Ready to Move,6 out of 6,Semi-Furnished,East,2.0,4.0,9500000.0
1.0,420.0,1,navi-mumbai,Ready to Move,Lower Basement out of 7,Semi-Furnished,East,1.0,1.0,8000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,7 out of 13,Unfurnished,East,2.0,2.0,8800000.0
2.0,721.0,1,navi-mumbai,Ready to Move,2 out of 20,Unfurnished,North - East,2.0,2.0,10500000.0
2.0,550.0,1,navi-mumbai,Ready to Move,1 out of 2,Unfurnished,North - East,2.0,2.0,5500000.0
1.0,450.0,1,navi-mumbai,Ready to Move,7 out of 13,Unfurnished,East,1.0,1.0,6500000.0
5.0,1800.0,1,navi-mumbai,Ready to Move,2 out of 3,Semi-Furnished,North - East,6.0,2.0,32500000.0
1.0,286.0,1,navi-mumbai,Ready to Move,1 out of 4,Unfurnished,North - East,1.0,1.0,2600000.0
3.0,1000.0,1,navi-mumbai,Ready to Move,10 out of 15,Unfurnished,East,3.0,3.0,13000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,11 out of 16,Unfurnished,East,2.0,1.0,15500000.0
1.0,440.0,1,navi-mumbai,Ready to Move,10 out of 13,Unfurnished,North - East,1.0,3.0,7200000.0
2.0,740.0,1,navi-mumbai,Ready to Move,8 out of 13,Unfurnished,North - East,2.0,5.0,8780000.0
3.0,1200.0,1,navi-mumbai,Ready to Move,5 out of 14,Unfurnished,North - East,3.0,3.0,34500000.0
2.0,785.0,1,navi-mumbai,Ready to Move,12 out of 30,Semi-Furnished,North - East,2.0,2.0,13000000.0
4.0,1200.0,1,navi-mumbai,Ready to Move,14 out of 15,Unfurnished,East,4.0,1.0,30000000.0
4.0,1080.0,1,navi-mumbai,Ready to Move,9 out of 15,Unfurnished,East,3.0,4.0,17000000.0
2.0,900.0,1,navi-mumbai,Ready to Move,24 out of 29,Semi-Furnished,North - East,2.0,2.0,27000000.0
1.0,440.0,1,navi-mumbai,Ready to Move,5 out of 7,Unfurnished,East,2.0,1.0,6800000.0
3.0,1125.0,1,navi-mumbai,Ready to Move,7 out of 14,Unfurnished,East,3.0,4.0,18000000.0
2.0,650.0,1,navi-mumbai,Ready to Move,3 out of 7,Unfurnished,East,2.0,4.0,7500000.0
2.0,750.0,1,navi-mumbai,Ready to Move,7 out of 13,Unfurnished,North - East,2.0,3.0,10700000.0
1.0,460.0,1,navi-mumbai,Ready to Move,13 out of 17,Furnished,East,1.0,3.0,6900000.0
2.0,700.0,1,navi-mumbai,Ready to Move,4 out of 7,Furnished,North - East,2.0,1.0,9800000.0
1.0,400.0,1,navi-mumbai,Ready to Move,2 out of 4,Unfurnished,East,1.0,2.0,3600000.0
1.0,400.0,1,navi-mumbai,Ready to Move,2 out of 6,Unfurnished,East,1.0,1.0,7800000.0
2.0,700.0,1,navi-mumbai,Ready to Move,12 out of 19,Unfurnished,East,2.0,2.0,11000000.0
1.0,450.0,1,navi-mumbai,Ready to Move,14 out of 14,Unfurnished,East,2.0,3.0,5500000.0
2.0,870.0,0,navi-mumbai,Ready to Move,2 out of 40,Unfurnished,North,2.0,2.0,16500000.0
3.0,1490.0,1,navi-mumbai,Ready to Move,2 out of 2,Unfurnished,East,3.0,1.0,8050000.0
2.0,700.0,1,navi-mumbai,Ready to Move,2 out of 23,Unfurnished,East,2.0,2.0,9400000.0
1.0,500.0,1,navi-mumbai,Ready to Move,1 out of 7,Unfurnished,North,1.0,1.0,5000000.0
3.0,1092.0,1,navi-mumbai,Ready to Move,18 out of 26,Unfurnished,East,2.0,5.0,19500000.0
2.0,799.0,1,navi-mumbai,Ready to Move,10 out of 26,Unfurnished,East,2.0,3.0,14500000.0
2.0,800.0,1,navi-mumbai,Ready to Move,7 out of 14,Unfurnished,East,2.0,2.0,12500000.0
2.0,685.0,1,navi-mumbai,Ready to Move,7 out of 14,Furnished,East,2.0,3.0,8800000.0
2.0,680.0,1,navi-mumbai,Ready to Move,9 out of 38,Semi-Furnished,North - East,2.0,2.0,16000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,6 out of 7,Unfurnished,East,2.0,3.0,13700000.000000002
2.0,725.0,1,navi-mumbai,Ready to Move,5 out of 15,Semi-Furnished,East,2.0,2.0,17500000.0
2.0,800.0,1,navi-mumbai,Ready to Move,13 out of 13,Unfurnished,East,2.0,3.0,11000000.0
2.0,625.0,1,navi-mumbai,Ready to Move,17 out of 21,Unfurnished,East,2.0,3.0,9800000.0
1.0,417.0,1,navi-mumbai,Ready to Move,9 out of 14,Unfurnished,East,1.0,2.0,5500000.0
2.0,700.0,1,navi-mumbai,Ready to Move,2 out of 15,Unfurnished,East,2.0,2.0,9900000.0
1.0,390.0,1,navi-mumbai,Ready to Move,10 out of 22,Unfurnished,East,1.0,2.0,9300000.0
2.0,815.0,1,navi-mumbai,Ready to Move,4 out of 13,Unfurnished,North - East,2.0,2.0,10500000.0
1.0,410.0,1,navi-mumbai,Ready to Move,4 out of 4,Unfurnished,North - East,2.0,2.0,4200000.0
2.0,820.0,0,navi-mumbai,Ready to Move,20 out of 31,Semi-Furnished,North - East,2.0,3.0,14000000.0
1.0,430.0,1,navi-mumbai,Ready to Move,Upper Basement out of 7,Unfurnished,East,1.0,1.0,8300000.0
2.0,746.0,1,navi-mumbai,Ready to Move,4 out of 7,Unfurnished,East,2.0,4.0,7990000.000000001
3.0,1300.0,0,navi-mumbai,Ready to Move,20 out of 31,Semi-Furnished,North - East,3.0,3.0,18500000.0
2.0,800.0,1,navi-mumbai,Ready to Move,10 out of 15,Unfurnished,East,2.0,3.0,8000000.0
2.0,660.0,1,navi-mumbai,Ready to Move,15 out of 22,Unfurnished,North,2.0,1.0,12900000.0
2.0,826.0,1,navi-mumbai,Ready to Move,20 out of 27,Semi-Furnished,North - East,2.0,3.0,13000000.0
2.0,870.0,1,navi-mumbai,Ready to Move,7 out of 18,Furnished,East,2.0,2.0,31500000.0
3.0,1350.0,1,navi-mumbai,Ready to Move,10 out of 26,Semi-Furnished,North - East,2.0,4.0,14200000.0
3.0,1100.0,1,navi-mumbai,Ready to Move,3 out of 13,Unfurnished,North - East,3.0,3.0,13500000.0
2.0,650.0,1,navi-mumbai,Ready to Move,3 out of 7,Unfurnished,North - East,2.0,2.0,6500000.0
1.0,455.0,1,navi-mumbai,Ready to Move,3 out of 4,Semi-Furnished,East,1.0,2.0,6400000.0
2.0,850.0,1,navi-mumbai,Ready to Move,18 out of 23,Semi-Furnished,North - East,2.0,3.0,13500000.0
1.0,360.0,1,navi-mumbai,Ready to Move,9 out of 9,Semi-Furnished,West,1.0,1.0,5500000.0
1.0,685.0,1,navi-mumbai,Ready to Move,1 out of 13,Furnished,East,1.0,2.0,7800000.0
2.0,790.0,1,navi-mumbai,Ready to Move,9 out of 17,Semi-Furnished,North,2.0,2.0,18600000.0
2.0,682.0,1,navi-mumbai,Ready to Move,Upper Basement out of 4,Semi-Furnished,North,2.0,4.0,5300000.0
2.0,785.0,1,navi-mumbai,Ready to Move,8 out of 14,Furnished,East,2.0,2.0,15800000.0
2.0,750.0,1,navi-mumbai,Ready to Move,25 out of 34,Unfurnished,East,2.0,2.0,16000000.0
3.0,1360.0,1,navi-mumbai,Ready to Move,12 out of 23,Unfurnished,East,3.0,4.0,39900000.0
3.0,880.0,1,navi-mumbai,Ready to Move,1 out of 12,Unfurnished,North - East,3.0,2.0,10500000.0
3.0,1600.0,0,navi-mumbai,Ready to Move,11 out of 13,Unfurnished,West,3.0,5.0,11000000.0
2.0,750.0,1,navi-mumbai,Ready to Move,10 out of 17,Furnished,East,2.0,3.0,15000000.0
1.0,450.0,1,navi-mumbai,Ready to Move,7 out of 7,Furnished,North,2.0,2.0,6500000.0
2.0,527.0,1,navi-mumbai,Ready to Move,2 out of 4,Unfurnished,East,2.0,2.0,8000000.0
3.0,1350.0,1,navi-mumbai,Ready to Move,2 out of 3,Furnished,East,3.0,4.0,12500000.0
1.0,305.0,1,navi-mumbai,Ready to Move,1 out of 4,Unfurnished,East,1.0,1.0,6000000.0
2.0,700.0,1,navi-mumbai,Ready to Move,9 out of 28,Unfurnished,East,2.0,2.0,15300000.0
3.0,1050.0,1,navi-mumbai,Ready to Move,8 out of 20,Unfurnished,East,3.0,3.0,17300000.0
3.0,1050.0,1,navi-mumbai,Ready to Move,8 out of 19,Unfurnished,North - East,3.0,3.0,15000000.0
2.0,760.0,1,navi-mumbai,Ready to Move,15 out of 15,Unfurnished,North - East,2.0,3.0,10500000.0
3.0,1300.0,1,navi-mumbai,Ready to Move,25 out of 27,Unfurnished,North - East,3.0,2.0,45000000.0
1.0,435.0,0,navi-mumbai,Ready to Move,5 out of 13,Unfurnished,East,2.0,2.0,6000000.0
1.0,480.0,1,navi-mumbai,Ready to Move,1 out of 4,Furnished,North,1.0,1.0,7900000.0
1.0,430.0,1,navi-mumbai,Ready to Move,5 out of 8,Semi-Furnished,East,1.0,2.0,5800000.0
2.0,900.0,1,nagpur,Ready to Move,4 out of 7,Unfurnished,North - East,2.0,2.0,4500000.0
2.0,750.0,0,nagpur,Ready to Move,1 out of 5,Furnished,North,2.0,2.0,4800000.0
3.0,1200.0,1,nagpur,Ready to Move,3 out of 7,Furnished,North,3.0,4.0,13500000.0
3.0,828.0,0,nagpur,Ready to Move,5 out of 5,Semi-Furnished,East,3.0,3.0,7500000.0
2.0,885.0,0,nagpur,Ready to Move,2 out of 4,Semi-Furnished,East,2.0,3.0,2950000.0
4.0,1850.0,0,nagpur,Ready to Move,3 out of 7,Unfurnished,East,4.0,3.0,24000000.0
2.0,800.0,1,nagpur,Ready to Move,1 out of 4,Unfurnished,North - East,2.0,2.0,5100000.0
2.0,944.0,1,nagpur,Ready to Move,3 out of 4,Unfurnished,West,2.0,2.0,4000000.0
3.0,954.0,0,nagpur,Ready to Move,4 out of 16,Semi-Furnished,West,3.0,2.0,5670000.0
2.0,625.0,1,nagpur,Ready to Move,4 out of 4,Unfurnished,North,2.0,2.0,2350000.0
2.0,680.0,0,nagpur,Ready to Move,4 out of 4,Unfurnished,North,2.0,2.0,3100000.0
3.0,828.0,0,nagpur,Ready to Move,5 out of 5,Semi-Furnished,East,3.0,3.0,7500000.0
2.0,650.0,1,nagpur,Ready to Move,2 out of 2,Unfurnished,West,2.0,2.0,3500000.0
2.0,950.0,1,nagpur,Ready to Move,1 out of 4,Furnished,East,2.0,4.0,5500000.0
2.0,850.0,1,nagpur,Ready to Move,3 out of 6,Unfurnished,East,2.0,1.0,2300000.0
3.0,975.0,1,nagpur,Ready to Move,4 out of 4,Unfurnished,West,3.0,2.0,10000000.0
2.0,909.0,1,nagpur,Ready to Move,5 out of 8,Semi-Furnished,East,2.0,1.0,6000000.0
2.0,950.0,0,nagpur,Ready to Move,2 out of 8,Semi-Furnished,East,2.0,2.0,4090000.0
2.0,800.0,0,nagpur,Ready to Move,2 out of 4,Unfurnished,East,2.0,2.0,4200000.0
3.0,1250.0,1,nagpur,Ready to Move,2 out of 3,Furnished,East,3.0,3.0,6500000.0
3.0,900.0,0,nagpur,Ready to Move,3 out of 5,Unfurnished,East,3.0,3.0,5100000.0
3.0,1350.0,0,nagpur,Ready to Move,2 out of 6,Unfurnished,South - East,3.0,3.0,12500000.0
3.0,939.0,0,nagpur,Ready to Move,5 out of 16,Semi-Furnished,West,3.0,1.0,6000000.0
2.0,900.0,1,nagpur,Ready to Move,1 out of 4,Unfurnished,East,2.0,2.0,4900000.0
3.0,1200.0,0,nagpur,Ready to Move,6 out of 8,Semi-Furnished,East,3.0,3.0,7500000.0
2.0,800.0,0,nagpur,Ready to Move,2 out of 4,Unfurnished,East,2.0,2.0,4300000.0
2.0,800.0,0,nagpur,Ready to Move,3 out of 6,Unfurnished,East,2.0,2.0,4400000.0
3.0,950.0,0,nagpur,Ready to Move,2 out of 4,Unfurnished,East,3.0,2.0,6500000.0
2.0,770.0,1,nagpur,Ready to Move,3 out of 5,Unfurnished,East,2.0,2.0,2300000.0
2.0,800.0,0,nagpur,Ready to Move,3 out of 4,Unfurnished,North - East,2.0,2.0,3700000.0
2.0,800.0,0,nagpur,Ready to Move,2 out of 4,Unfurnished,East,2.0,2.0,3800000.0
2.0,900.0,1,nagpur,Ready to Move,1 out of 4,Semi-Furnished,East,1.0,2.0,3700000.0
2.0,800.0,0,nagpur,Ready to Move,2 out of 4,Unfurnished,North,2.0,2.0,3800000.0
2.0,1025.0,0,nagpur,Ready to Move,3 out of 3,Semi-Furnished,North,2.0,2.0,4050000.0
3.0,1100.0,1,nagpur,Ready to Move,5 out of 10,Semi-Furnished,East,3.0,3.0,8500000.0
2.0,600.0,0,nagpur,Ready to Move,2 out of 8,Unfurnished,North,2.0,2.0,2120000.0
3.0,1200.0,1,nagpur,Ready to Move,7 out of 7,Semi-Furnished,East,3.0,3.0,7200000.0
3.0,1200.0,1,nagpur,Ready to Move,7 out of 7,Semi-Furnished,East,3.0,3.0,7000000.0
